fixture_id,seed_index,seed,wave,ts_damage,ts_kills,ts_clear_ms,ts_energy_peak,damage_min,damage_max,clear_ms_min,clear_ms_max,energy_min,energy_max,damage_tolerance_pct,clear_ms_tolerance_pct,energy_tolerance_pct
baseline-s26-w02,26,2165189125,2,228,6,5200,40,216.6,239.4,5096,5304,38,42,5,2,5
baseline-s26-w03,26,2165189125,3,252,6,6333,40,239.4,264.6,6206.34,6459.66,38,42,5,2,5
baseline-s26-w04,26,2165189125,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s26-w05,26,2165189125,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s26-w06,26,2165189125,6,432,8,7817,40,410.4,453.6,7660.66,7973.34,38,42,5,2,5
baseline-s26-w07,26,2165189125,7,464,8,7700,40,440.8,487.2,7546,7854,38,42,5,2,5
baseline-s26-w08,26,2165189125,8,558,9,8783,40,530.1,585.9,8607.34,8958.66,38,42,5,2,5
baseline-s26-w09,26,2165189125,9,594,9,8900,40,564.3,623.7,8722,9078,38,42,5,2,5
baseline-s26-w10,26,2165189125,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s27-w01,27,2304906144,1,170,5,3733,40,161.5,178.5,3658.34,3807.66,38,42,5,2,5
baseline-s27-w02,27,2304906144,2,228,6,5483,40,216.6,239.4,5373.34,5592.66,38,42,5,2,5
baseline-s27-w03,27,2304906144,3,252,6,5217,40,239.4,264.6,5112.66,5321.34,38,42,5,2,5
baseline-s27-w04,27,2304906144,4,322,7,5967,40,305.9,338.1,5847.66,6086.34,38,42,5,2,5
baseline-s27-w05,27,2304906144,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s27-w06,27,2304906144,6,432,8,7483,40,410.4,453.6,7333.34,7632.66,38,42,5,2,5
baseline-s27-w07,27,2304906144,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s27-w08,27,2304906144,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s27-w09,27,2304906144,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s27-w10,27,2304906144,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s28-w01,28,886813311,1,170,5,4350,40,161.5,178.5,4263,4437,38,42,5,2,5
baseline-s28-w02,28,886813311,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s28-w03,28,886813311,3,252,6,6200,40,239.4,264.6,6076,6324,38,42,5,2,5
baseline-s28-w04,28,886813311,4,322,7,6983,40,305.9,338.1,6843.34,7122.66,38,42,5,2,5
baseline-s28-w05,28,886813311,5,350,7,6950,40,332.5,367.5,6811,7089,38,42,5,2,5
baseline-s28-w06,28,886813311,6,432,8,7667,40,410.4,453.6,7513.66,7820.34,38,42,5,2,5
baseline-s28-w07,28,886813311,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s28-w08,28,886813311,8,558,9,8783,40,530.1,585.9,8607.34,8958.66,38,42,5,2,5
baseline-s28-w09,28,886813311,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s28-w10,28,886813311,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s29-w01,29,3810303442,1,170,5,4483,40,161.5,178.5,4393.34,4572.66,38,42,5,2,5
baseline-s29-w02,29,3810303442,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s29-w03,29,3810303442,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s29-w04,29,3810303442,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s29-w05,29,3810303442,5,350,7,7000,40,332.5,367.5,6860,7140,38,42,5,2,5
baseline-s29-w06,29,3810303442,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s29-w07,29,3810303442,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s29-w08,29,3810303442,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s29-w09,29,3810303442,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s29-w10,29,3810303442,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s30-w01,30,2504434441,1,170,5,4483,40,161.5,178.5,4393.34,4572.66,38,42,5,2,5
baseline-s30-w02,30,2504434441,2,228,6,5483,40,216.6,239.4,5373.34,5592.66,38,42,5,2,5
baseline-s30-w03,30,2504434441,3,252,6,6317,40,239.4,264.6,6190.66,6443.34,38,42,5,2,5
baseline-s30-w04,30,2504434441,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s30-w05,30,2504434441,5,350,7,7017,40,332.5,367.5,6876.66,7157.34,38,42,5,2,5
baseline-s30-w06,30,2504434441,6,432,8,7850,40,410.4,453.6,7693,8007,38,42,5,2,5
baseline-s30-w07,30,2504434441,7,464,8,7767,40,440.8,487.2,7611.66,7922.34,38,42,5,2,5
baseline-s30-w08,30,2504434441,8,558,9,8900,40,530.1,585.9,8722,9078,38,42,5,2,5
baseline-s30-w09,30,2504434441,9,594,9,8800,40,564.3,623.7,8624,8976,38,42,5,2,5
baseline-s30-w10,30,2504434441,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s31-w01,31,3789279444,1,170,5,4083,40,161.5,178.5,4001.34,4164.66,38,42,5,2,5
baseline-s31-w02,31,3789279444,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s31-w03,31,3789279444,3,252,6,6317,40,239.4,264.6,6190.66,6443.34,38,42,5,2,5
baseline-s31-w04,31,3789279444,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s31-w05,31,3789279444,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s31-w06,31,3789279444,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s31-w07,31,3789279444,7,464,8,7833,40,440.8,487.2,7676.34,7989.66,38,42,5,2,5
baseline-s31-w08,31,3789279444,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s31-w09,31,3789279444,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s31-w10,31,3789279444,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s32-w01,32,2927691299,1,170,5,4233,40,161.5,178.5,4148.34,4317.66,38,42,5,2,5
baseline-s32-w02,32,2927691299,2,228,6,4767,40,216.6,239.4,4671.66,4862.34,38,42,5,2,5
baseline-s32-w03,32,2927691299,3,252,6,6183,40,239.4,264.6,6059.34,6306.66,38,42,5,2,5
baseline-s32-w04,32,2927691299,4,322,7,6983,40,305.9,338.1,6843.34,7122.66,38,42,5,2,5
baseline-s32-w05,32,2927691299,5,350,7,7050,40,332.5,367.5,6909,7191,38,42,5,2,5
baseline-s32-w06,32,2927691299,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s32-w07,32,2927691299,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s32-w08,32,2927691299,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s32-w09,32,2927691299,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s32-w10,32,2927691299,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s33-w01,33,450442534,1,170,5,4233,40,161.5,178.5,4148.34,4317.66,38,42,5,2,5
baseline-s33-w02,33,450442534,2,228,6,4733,40,216.6,239.4,4638.34,4827.66,38,42,5,2,5
baseline-s33-w03,33,450442534,3,252,6,6200,40,239.4,264.6,6076,6324,38,42,5,2,5
baseline-s33-w04,33,450442534,4,322,7,6983,40,305.9,338.1,6843.34,7122.66,38,42,5,2,5
baseline-s33-w05,33,450442534,5,350,7,6967,40,332.5,367.5,6827.66,7106.34,38,42,5,2,5
baseline-s33-w06,33,450442534,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s33-w07,33,450442534,7,464,8,7767,40,440.8,487.2,7611.66,7922.34,38,42,5,2,5
baseline-s33-w08,33,450442534,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s33-w09,33,450442534,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s33-w10,33,450442534,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s34-w01,34,1431947853,1,170,5,4483,40,161.5,178.5,4393.34,4572.66,38,42,5,2,5
baseline-s34-w02,34,1431947853,2,228,6,4800,40,216.6,239.4,4704,4896,38,42,5,2,5
baseline-s34-w03,34,1431947853,3,252,6,6200,40,239.4,264.6,6076,6324,38,42,5,2,5
baseline-s34-w04,34,1431947853,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s34-w05,34,1431947853,5,350,7,5850,40,332.5,367.5,5733,5967,38,42,5,2,5
baseline-s34-w06,34,1431947853,6,432,8,7483,40,410.4,453.6,7333.34,7632.66,38,42,5,2,5
baseline-s34-w07,34,1431947853,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s34-w08,34,1431947853,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s34-w09,34,1431947853,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s34-w10,34,1431947853,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s35-w01,35,438167368,1,170,5,3983,40,161.5,178.5,3903.34,4062.66,38,42,5,2,5
baseline-s35-w02,35,438167368,2,228,6,4817,40,216.6,239.4,4720.66,4913.34,38,42,5,2,5
baseline-s35-w03,35,438167368,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s35-w04,35,438167368,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s35-w05,35,438167368,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s35-w06,35,438167368,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s35-w07,35,438167368,7,464,8,7667,40,440.8,487.2,7513.66,7820.34,38,42,5,2,5
baseline-s35-w08,35,438167368,8,558,9,8867,40,530.1,585.9,8689.66,9044.34,38,42,5,2,5
baseline-s35-w09,35,438167368,9,594,9,8783,40,564.3,623.7,8607.34,8958.66,38,42,5,2,5
baseline-s35-w10,35,438167368,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s36-w01,36,270688775,1,170,5,4450,40,161.5,178.5,4361,4539,38,42,5,2,5
baseline-s36-w02,36,270688775,2,228,6,4733,40,216.6,239.4,4638.34,4827.66,38,42,5,2,5
baseline-s36-w03,36,270688775,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s36-w04,36,270688775,4,322,7,7050,40,305.9,338.1,6909,7191,38,42,5,2,5
baseline-s36-w05,36,270688775,5,350,7,6983,40,332.5,367.5,6843.34,7122.66,38,42,5,2,5
baseline-s36-w06,36,270688775,6,432,8,7783,40,410.4,453.6,7627.34,7938.66,38,42,5,2,5
baseline-s36-w07,36,270688775,7,464,8,7850,40,440.8,487.2,7693,8007,38,42,5,2,5
baseline-s36-w08,36,270688775,8,558,9,8867,40,530.1,585.9,8689.66,9044.34,38,42,5,2,5
baseline-s36-w09,36,270688775,9,594,9,8750,40,564.3,623.7,8575,8925,38,42,5,2,5
baseline-s36-w10,36,270688775,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s37-w01,37,1407956922,1,170,5,4233,40,161.5,178.5,4148.34,4317.66,38,42,5,2,5
baseline-s37-w02,37,1407956922,2,228,6,4733,40,216.6,239.4,4638.34,4827.66,38,42,5,2,5
baseline-s37-w03,37,1407956922,3,252,6,5133,40,239.4,264.6,5030.34,5235.66,38,42,5,2,5
baseline-s37-w04,37,1407956922,4,322,7,6983,40,305.9,338.1,6843.34,7122.66,38,42,5,2,5
baseline-s37-w05,37,1407956922,5,350,7,7117,40,332.5,367.5,6974.66,7259.34,38,42,5,2,5
baseline-s37-w06,37,1407956922,6,432,8,7767,40,410.4,453.6,7611.66,7922.34,38,42,5,2,5
baseline-s37-w07,37,1407956922,7,464,8,7483,40,440.8,487.2,7333.34,7632.66,38,42,5,2,5
baseline-s37-w08,37,1407956922,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s37-w09,37,1407956922,9,594,9,8817,40,564.3,623.7,8640.66,8993.34,38,42,5,2,5
baseline-s37-w10,37,1407956922,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s38-w01,38,1539662801,1,170,5,3733,40,161.5,178.5,3658.34,3807.66,38,42,5,2,5
baseline-s38-w02,38,1539662801,2,228,6,5133,40,216.6,239.4,5030.34,5235.66,38,42,5,2,5
baseline-s38-w03,38,1539662801,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s38-w04,38,1539662801,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s38-w05,38,1539662801,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s38-w06,38,1539662801,6,432,8,7767,40,410.4,453.6,7611.66,7922.34,38,42,5,2,5
baseline-s38-w07,38,1539662801,7,464,8,7783,40,440.8,487.2,7627.34,7938.66,38,42,5,2,5
baseline-s38-w08,38,1539662801,8,558,9,8800,40,530.1,585.9,8624,8976,38,42,5,2,5
baseline-s38-w09,38,1539662801,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s38-w10,38,1539662801,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s39-w01,39,1252215548,1,170,5,4433,40,161.5,178.5,4344.34,4521.66,38,42,5,2,5
baseline-s39-w02,39,1252215548,2,228,6,5117,40,216.6,239.4,5014.66,5219.34,38,42,5,2,5
baseline-s39-w03,39,1252215548,3,252,6,6150,40,239.4,264.6,6027,6273,38,42,5,2,5
baseline-s39-w04,39,1252215548,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s39-w05,39,1252215548,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s39-w06,39,1252215548,6,432,8,7800,40,410.4,453.6,7644,7956,38,42,5,2,5
baseline-s39-w07,39,1252215548,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s39-w08,39,1252215548,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s39-w09,39,1252215548,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s39-w10,39,1252215548,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s40-w01,40,1765157419,1,170,5,4233,40,161.5,178.5,4148.34,4317.66,38,42,5,2,5
baseline-s40-w02,40,1765157419,2,228,6,5167,40,216.6,239.4,5063.66,5270.34,38,42,5,2,5
baseline-s40-w03,40,1765157419,3,252,6,6283,40,239.4,264.6,6157.34,6408.66,38,42,5,2,5
baseline-s40-w04,40,1765157419,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s40-w05,40,1765157419,5,350,7,6967,40,332.5,367.5,6827.66,7106.34,38,42,5,2,5
baseline-s40-w06,40,1765157419,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s40-w07,40,1765157419,7,464,8,6617,40,440.8,487.2,6484.66,6749.34,38,42,5,2,5
baseline-s40-w08,40,1765157419,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s40-w09,40,1765157419,9,594,9,8833,40,564.3,623.7,8656.34,9009.66,38,42,5,2,5
baseline-s40-w10,40,1765157419,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s41-w01,41,1194277262,1,170,5,3733,40,161.5,178.5,3658.34,3807.66,38,42,5,2,5
baseline-s41-w02,41,1194277262,2,228,6,4733,40,216.6,239.4,4638.34,4827.66,38,42,5,2,5
baseline-s41-w03,41,1194277262,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s41-w04,41,1194277262,4,322,7,6483,40,305.9,338.1,6353.34,6612.66,38,42,5,2,5
baseline-s41-w05,41,1194277262,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s41-w06,41,1194277262,6,432,8,6633,40,410.4,453.6,6500.34,6765.66,38,42,5,2,5
baseline-s41-w07,41,1194277262,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s41-w08,41,1194277262,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s41-w09,41,1194277262,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s41-w10,41,1194277262,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s42-w01,42,1235317653,1,170,5,4383,40,161.5,178.5,4295.34,4470.66,38,42,5,2,5
baseline-s42-w02,42,1235317653,2,228,6,5233,40,216.6,239.4,5128.34,5337.66,38,42,5,2,5
baseline-s42-w03,42,1235317653,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s42-w04,42,1235317653,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s42-w05,42,1235317653,5,350,7,7050,40,332.5,367.5,6909,7191,38,42,5,2,5
baseline-s42-w06,42,1235317653,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s42-w07,42,1235317653,7,464,8,7750,40,440.8,487.2,7595,7905,38,42,5,2,5
baseline-s42-w08,42,1235317653,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s42-w09,42,1235317653,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s42-w10,42,1235317653,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s43-w01,43,2537304048,1,170,5,4733,40,161.5,178.5,4638.34,4827.66,38,42,5,2,5
baseline-s43-w02,43,2537304048,2,228,6,4983,40,216.6,239.4,4883.34,5082.66,38,42,5,2,5
baseline-s43-w03,43,2537304048,3,252,6,6167,40,239.4,264.6,6043.66,6290.34,38,42,5,2,5
baseline-s43-w04,43,2537304048,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s43-w05,43,2537304048,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s43-w06,43,2537304048,6,432,8,7850,40,410.4,453.6,7693,8007,38,42,5,2,5
baseline-s43-w07,43,2537304048,7,464,8,7683,40,440.8,487.2,7529.34,7836.66,38,42,5,2,5
baseline-s43-w08,43,2537304048,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s43-w09,43,2537304048,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s43-w10,43,2537304048,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s44-w01,44,2483487375,1,170,5,4483,40,161.5,178.5,4393.34,4572.66,38,42,5,2,5
baseline-s44-w02,44,2483487375,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s44-w03,44,2483487375,3,252,6,6233,40,239.4,264.6,6108.34,6357.66,38,42,5,2,5
baseline-s44-w04,44,2483487375,4,322,7,7050,40,305.9,338.1,6909,7191,38,42,5,2,5
baseline-s44-w05,44,2483487375,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s44-w06,44,2483487375,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s44-w07,44,2483487375,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s44-w08,44,2483487375,8,558,9,8750,40,530.1,585.9,8575,8925,38,42,5,2,5
baseline-s44-w09,44,2483487375,9,594,9,8767,40,564.3,623.7,8591.66,8942.34,38,42,5,2,5
baseline-s44-w10,44,2483487375,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s45-w01,45,3418754722,1,170,5,4483,40,161.5,178.5,4393.34,4572.66,38,42,5,2,5
baseline-s45-w02,45,3418754722,2,228,6,5200,40,216.6,239.4,5096,5304,38,42,5,2,5
baseline-s45-w03,45,3418754722,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s45-w04,45,3418754722,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s45-w05,45,3418754722,5,350,7,6733,40,332.5,367.5,6598.34,6867.66,38,42,5,2,5
baseline-s45-w06,45,3418754722,6,432,8,7650,40,410.4,453.6,7497,7803,38,42,5,2,5
baseline-s45-w07,45,3418754722,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s45-w08,45,3418754722,8,558,9,8800,40,530.1,585.9,8624,8976,38,42,5,2,5
baseline-s45-w09,45,3418754722,9,594,9,8767,40,564.3,623.7,8591.66,8942.34,38,42,5,2,5
baseline-s45-w10,45,3418754722,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s46-w01,46,3978575257,1,170,5,4733,40,161.5,178.5,4638.34,4827.66,38,42,5,2,5
baseline-s46-w02,46,3978575257,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s46-w03,46,3978575257,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s46-w04,46,3978575257,4,322,7,6933,40,305.9,338.1,6794.34,7071.66,38,42,5,2,5
baseline-s46-w05,46,3978575257,5,350,7,7083,40,332.5,367.5,6941.34,7224.66,38,42,5,2,5
baseline-s46-w06,46,3978575257,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s46-w07,46,3978575257,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s46-w08,46,3978575257,8,558,9,8867,40,530.1,585.9,8689.66,9044.34,38,42,5,2,5
baseline-s46-w09,46,3978575257,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s46-w10,46,3978575257,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s47-w01,47,3150055972,1,170,5,3983,40,161.5,178.5,3903.34,4062.66,38,42,5,2,5
baseline-s47-w02,47,3150055972,2,228,6,5233,40,216.6,239.4,5128.34,5337.66,38,42,5,2,5
baseline-s47-w03,47,3150055972,3,252,6,5483,40,239.4,264.6,5373.34,5592.66,38,42,5,2,5
baseline-s47-w04,47,3150055972,4,322,7,6950,40,305.9,338.1,6811,7089,38,42,5,2,5
baseline-s47-w05,47,3150055972,5,350,7,7100,40,332.5,367.5,6958,7242,38,42,5,2,5
baseline-s47-w06,47,3150055972,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s47-w07,47,3150055972,7,464,8,7733,40,440.8,487.2,7578.34,7887.66,38,42,5,2,5
baseline-s47-w08,47,3150055972,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s47-w09,47,3150055972,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s47-w10,47,3150055972,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s48-w01,48,316133171,1,170,5,4400,40,161.5,178.5,4312,4488,38,42,5,2,5
baseline-s48-w02,48,316133171,2,228,6,4733,40,216.6,239.4,4638.34,4827.66,38,42,5,2,5
baseline-s48-w03,48,316133171,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s48-w04,48,316133171,4,322,7,7033,40,305.9,338.1,6892.34,7173.66,38,42,5,2,5
baseline-s48-w05,48,316133171,5,350,7,7000,40,332.5,367.5,6860,7140,38,42,5,2,5
baseline-s48-w06,48,316133171,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s48-w07,48,316133171,7,464,8,7667,40,440.8,487.2,7513.66,7820.34,38,42,5,2,5
baseline-s48-w08,48,316133171,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s48-w09,48,316133171,9,594,9,8817,40,564.3,623.7,8640.66,8993.34,38,42,5,2,5
baseline-s48-w10,48,316133171,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s49-w01,49,1777191670,1,170,5,4067,40,161.5,178.5,3985.66,4148.34,38,42,5,2,5
baseline-s49-w02,49,1777191670,2,228,6,5733,40,216.6,239.4,5618.34,5847.66,38,42,5,2,5
baseline-s49-w03,49,1777191670,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s49-w04,49,1777191670,4,322,7,6733,40,305.9,338.1,6598.34,6867.66,38,42,5,2,5
baseline-s49-w05,49,1777191670,5,350,7,6983,40,332.5,367.5,6843.34,7122.66,38,42,5,2,5
baseline-s49-w06,49,1777191670,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s49-w07,49,1777191670,7,464,8,7750,40,440.8,487.2,7595,7905,38,42,5,2,5
baseline-s49-w08,49,1777191670,8,558,9,8800,40,530.1,585.9,8624,8976,38,42,5,2,5
baseline-s49-w09,49,1777191670,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s49-w10,49,1777191670,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
baseline-s50-w01,50,778454493,1,170,5,4033,40,161.5,178.5,3952.34,4113.66,38,42,5,2,5
baseline-s50-w02,50,778454493,2,228,6,5233,40,216.6,239.4,5128.34,5337.66,38,42,5,2,5
baseline-s50-w03,50,778454493,3,252,6,5733,40,239.4,264.6,5618.34,5847.66,38,42,5,2,5
baseline-s50-w04,50,778454493,4,322,7,6483,40,305.9,338.1,6353.34,6612.66,38,42,5,2,5
baseline-s50-w05,50,778454493,5,350,7,5867,40,332.5,367.5,5749.66,5984.34,38,42,5,2,5
baseline-s50-w06,50,778454493,6,432,8,7733,40,410.4,453.6,7578.34,7887.66,38,42,5,2,5
baseline-s50-w07,50,778454493,7,464,8,7483,40,440.8,487.2,7333.34,7632.66,38,42,5,2,5
baseline-s50-w08,50,778454493,8,558,9,8733,40,530.1,585.9,8558.34,8907.66,38,42,5,2,5
baseline-s50-w09,50,778454493,9,594,9,8733,40,564.3,623.7,8558.34,8907.66,38,42,5,2,5
baseline-s50-w10,50,778454493,10,700,10,9733,40,665,735,9246.35,10219.65,38,42,5,5,5
